date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-26,,,,,,,,,,,
2020-02-27,,,,,,,,,,,
2020-02-28,,,,,,,,,,,
2020-02-29,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,1.7142857142857142,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.8571428571428571,0.5714285714285714,1.5714285714285714,2.142857142857143,0.14285714285714285,0.2857142857142857,0.0
2020-03-08,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,1.7142857142857142,3.142857142857143,0.2857142857142857,0.7142857142857143,0.14285714285714285
2020-03-09,0.0,0.0,0.0,0.0,1.0,1.0,2.142857142857143,4.0,0.5714285714285714,0.8571428571428571,0.14285714285714285
2020-03-10,0.0,0.14285714285714285,0.0,0.0,1.2857142857142858,1.7142857142857142,2.857142857142857,4.714285714285714,1.2857142857142858,1.2857142857142858,0.14285714285714285
2020-03-11,0.0,0.2857142857142857,0.0,0.0,1.5714285714285714,2.2857142857142856,3.5714285714285716,5.571428571428571,2.2857142857142856,2.2857142857142856,0.14285714285714285
2020-03-12,0.0,0.2857142857142857,0.0,0.0,1.1428571428571428,2.857142857142857,3.857142857142857,5.714285714285714,2.857142857142857,2.4285714285714284,0.14285714285714285
2020-03-13,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.4285714285714286,3.4285714285714284,3.7142857142857144,5.0,3.5714285714285716,3.0,0.2857142857142857
2020-03-14,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,1.8571428571428572,3.7142857142857144,4.285714285714286,7.142857142857143,5.285714285714286,3.7142857142857144,0.42857142857142855
2020-03-15,0.0,0.42857142857142855,1.0,0.42857142857142855,2.4285714285714284,4.714285714285714,6.0,9.0,6.571428571428571,4.0,0.2857142857142857
2020-03-16,0.0,0.42857142857142855,1.4285714285714286,0.5714285714285714,2.7142857142857144,4.857142857142857,6.285714285714286,9.428571428571429,7.571428571428571,4.142857142857143,0.42857142857142855
2020-03-17,0.0,0.2857142857142857,1.4285714285714286,0.7142857142857143,2.857142857142857,5.571428571428571,7.142857142857143,11.142857142857142,8.0,4.428571428571429,0.7142857142857143
2020-03-18,0.0,0.14285714285714285,1.4285714285714286,0.7142857142857143,3.5714285714285716,6.142857142857143,7.857142857142857,11.714285714285714,8.285714285714286,3.857142857142857,1.0
2020-03-19,0.0,0.14285714285714285,1.4285714285714286,0.7142857142857143,3.857142857142857,6.285714285714286,9.0,12.285714285714286,8.571428571428571,4.0,1.1428571428571428
2020-03-20,0.2857142857142857,0.14285714285714285,1.1428571428571428,0.5714285714285714,3.7142857142857144,7.428571428571429,10.0,14.142857142857142,9.714285714285714,4.857142857142857,1.1428571428571428
