data,≥80 anni,altri
2020-02-21,4.0,27.0
2020-02-22,4.0,28.0
2020-02-23,4.0,43.0
2020-02-24,8.0,52.0
2020-02-25,8.0,87.0
2020-02-26,27.0,89.0
2020-02-27,28.0,119.0
2020-02-28,46.0,158.0
2020-02-29,63.0,187.0
2020-03-01,64.0,218.0
2020-03-02,81.0,315.0
2020-03-03,109.0,368.0
2020-03-04,136.0,493.0
2020-03-05,167.0,622.0
2020-03-06,162.0,741.0
2020-03-07,171.0,529.0
2020-03-08,148.0,621.0
2020-03-09,219.0,996.0
2020-03-10,273.0,1078.0
2020-03-11,228.0,1106.0
2020-03-12,268.0,1092.0
2020-03-13,316.0,1402.0
2020-03-14,263.0,1109.0
2020-03-15,237.0,955.0
2020-03-16,363.0,1770.0
2020-03-17,331.0,1754.0
2020-03-18,376.0,1783.0
2020-03-19,412.0,1818.0
2020-03-20,373.0,1851.0
2020-03-21,329.0,1080.0
2020-03-22,277.0,886.0
2020-03-23,397.0,1793.0
2020-03-24,467.0,1688.0
2020-03-25,426.0,1622.0
2020-03-26,479.0,1566.0
2020-03-27,419.0,1568.0
2020-03-28,337.0,1025.0
2020-03-29,220.0,535.0
2020-03-30,400.0,1359.0
2020-03-31,341.0,1196.0
2020-04-01,499.0,1314.0
2020-04-02,405.0,1219.0
2020-04-03,418.0,1199.0
2020-04-04,275.0,805.0
2020-04-05,189.0,446.0
2020-04-06,507.0,1058.0
2020-04-07,511.0,971.0
2020-04-08,523.0,972.0
2020-04-09,826.0,1099.0
2020-04-10,902.0,1149.0
2020-04-11,465.0,669.0
2020-04-12,257.0,295.0
2020-04-13,246.0,321.0
2020-04-14,465.0,683.0
2020-04-15,619.0,762.0
2020-04-16,602.0,652.0
2020-04-17,565.0,740.0
2020-04-18,403.0,349.0
2020-04-19,206.0,182.0
2020-04-20,487.0,667.0
2020-04-21,488.0,585.0
2020-04-22,435.0,531.0
2020-04-23,643.0,565.0
2020-04-24,464.0,556.0
2020-04-25,215.0,281.0
2020-04-26,92.0,136.0
2020-04-27,389.0,536.0
2020-04-28,360.0,508.0
2020-04-29,480.0,568.0
2020-04-30,406.0,613.0
2020-05-01,74.0,184.0
2020-05-02,83.0,205.0
2020-05-03,48.0,67.0
2020-05-04,267.0,440.0
2020-05-05,298.0,461.0
2020-05-06,228.0,486.0
2020-05-07,238.0,448.0
2020-05-08,175.0,484.0
2020-05-09,79.0,168.0
2020-05-10,28.0,60.0
2020-05-11,148.0,307.0
2020-05-12,117.0,297.0
2020-05-13,114.0,301.0
2020-05-14,98.0,295.0
2020-05-15,84.0,267.0
2020-05-16,70.0,214.0
2020-05-17,20.0,67.0
2020-05-18,58.0,261.0
2020-05-19,60.0,300.0
2020-05-20,64.0,307.0
2020-05-21,64.0,282.0
2020-05-22,66.0,367.0
2020-05-23,21.0,141.0
2020-05-24,8.0,55.0
2020-05-25,52.0,236.0
2020-05-26,44.0,272.0
2020-05-27,53.0,290.0
2020-05-28,49.0,266.0
2020-05-29,26.0,193.0
2020-05-30,19.0,151.0
2020-05-31,5.0,20.0
2020-06-01,49.0,186.0
2020-06-02,8.0,23.0
2020-06-03,31.0,218.0
2020-06-04,22.0,221.0
2020-06-05,32.0,219.0
2020-06-06,10.0,109.0
2020-06-07,4.0,31.0
2020-06-08,28.0,146.0
2020-06-09,24.0,225.0
2020-06-10,24.0,217.0
2020-06-11,32.0,288.0
2020-06-12,41.0,238.0
2020-06-13,19.0,103.0
2020-06-14,4.0,36.0
2020-06-15,20.0,172.0
2020-06-16,15.0,154.0
2020-06-17,20.0,182.0
2020-06-18,16.0,119.0
2020-06-19,12.0,176.0
2020-06-20,6.0,54.0
2020-06-21,3.0,9.0
2020-06-22,15.0,153.0
2020-06-23,19.0,130.0
2020-06-24,17.0,100.0
2020-06-25,11.0,89.0
2020-06-26,13.0,92.0
2020-06-27,4.0,40.0
2020-06-28,1.0,26.0
2020-06-29,11.0,123.0
2020-06-30,7.0,88.0
2020-07-01,17.0,104.0
2020-07-02,18.0,110.0
2020-07-03,13.0,94.0
2020-07-04,5.0,97.0
2020-07-05,1.0,20.0
2020-07-06,16.0,113.0
2020-07-07,16.0,78.0
2020-07-08,15.0,102.0
2020-07-09,20.0,79.0
2020-07-10,11.0,94.0
2020-07-11,5.0,54.0
2020-07-12,1.0,10.0
2020-07-13,8.0,55.0
2020-07-14,19.0,59.0
2020-07-15,7.0,68.0
2020-07-16,6.0,60.0
2020-07-17,9.0,75.0
2020-07-18,5.0,44.0
2020-07-19,4.0,11.0
2020-07-20,10.0,60.0
2020-07-21,11.0,58.0
2020-07-22,4.0,57.0
2020-07-23,14.0,75.0
2020-07-24,9.0,73.0
2020-07-25,3.0,33.0
2020-07-26,1.0,14.0
2020-07-27,11.0,69.0
2020-07-28,9.0,60.0
2020-07-29,13.0,71.0
2020-07-30,8.0,41.0
2020-07-31,7.0,53.0
2020-08-01,6.0,28.0
2020-08-02,3.0,14.0
2020-08-03,6.0,163.0
2020-08-04,9.0,65.0
2020-08-05,4.0,78.0
2020-08-06,7.0,77.0
2020-08-07,3.0,78.0
2020-08-08,6.0,52.0
2020-08-09,6.0,15.0
2020-08-10,6.0,93.0
2020-08-11,9.0,86.0
2020-08-12,8.0,86.0
2020-08-13,9.0,89.0
2020-08-14,3.0,101.0
2020-08-15,2.0,17.0
2020-08-16,1.0,18.0
2020-08-17,10.0,136.0
2020-08-18,4.0,143.0
2020-08-19,5.0,162.0
