dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-03-06,2,,
2020-03-07,0,,
2020-03-08,0,,
2020-03-09,0,,
2020-03-10,0,,
2020-03-11,1,1.0,
2020-03-12,0,0.0,
2020-03-13,0,0.0,
2020-03-14,0,0.0,
2020-03-15,1,0.0,
2020-03-16,2,1.0,
2020-03-17,3,2.0,
2020-03-18,7,2.0,0.39795918367346933
2020-03-19,3,2.0,0.4931972789115645
2020-03-20,6,4.0,0.4693877551020407
2020-03-21,1,0.0,0.40986394557823125
2020-03-22,3,2.0,0.4404761904761904
2020-03-23,6,2.0,0.34523809523809523
2020-03-24,4,1.0,0.26785714285714285
2020-03-25,2,1.0,0.3630952380952381
2020-03-26,2,0.0,0.26785714285714285
2020-03-27,8,1.0,0.2678571428571429
2020-03-28,3,2.0,
2020-03-29,3,0.0,
2020-03-30,6,2.0,
2020-03-31,0,0.0,
2020-04-01,2,2.0,
2020-04-02,3,0.0,
2020-04-03,5,1.0,
2020-04-04,3,0.0,
2020-04-05,0,0.0,
2020-04-06,1,0.0,
2020-04-07,7,1.0,
2020-04-08,7,0.0,
2020-04-09,4,0.0,0.09183673469387761
2020-04-10,2,1.0,0.09183673469387761
2020-04-11,3,0.0,
2020-04-12,1,0.0,
2020-04-13,1,0.0,
2020-04-14,0,0.0,
2020-04-15,0,0.0,
2020-04-16,0,0.0,
2020-04-17,0,0.0,
2020-04-18,4,0.0,
2020-04-19,1,0.0,
2020-04-20,5,0.0,
2020-04-21,1,0.0,
2020-04-22,3,0.0,
2020-04-23,1,1.0,
2020-04-24,0,0.0,
2020-04-25,0,0.0,
2020-04-26,0,0.0,
2020-04-27,1,0.0,
2020-04-28,0,0.0,
2020-04-29,0,0.0,
2020-04-30,0,0.0,
2020-05-01,0,0.0,
2020-05-02,0,0.0,
2020-05-03,2,0.0,
2020-05-04,0,0.0,
2020-05-05,0,0.0,
2020-05-06,0,0.0,
2020-05-07,0,0.0,
2020-05-08,0,0.0,
2020-05-09,0,0.0,
2020-05-10,1,0.0,
2020-05-11,0,0.0,
2020-05-12,0,0.0,
2020-05-13,0,0.0,
2020-05-14,0,0.0,
2020-05-15,0,0.0,
2020-05-16,0,0.0,
2020-05-17,0,0.0,
2020-05-18,0,0.0,
2020-05-19,0,0.0,
2020-05-20,0,0.0,
2020-05-21,0,0.0,
2020-05-22,0,0.0,
2020-05-23,0,0.0,
2020-05-24,0,0.0,
2020-05-25,0,0.0,
2020-05-26,0,0.0,
2020-05-27,0,0.0,
2020-05-28,0,0.0,
2020-05-29,0,0.0,
2020-05-30,0,0.0,
2020-05-31,0,0.0,
2020-06-01,0,0.0,
2020-06-02,0,0.0,
2020-06-03,0,0.0,
2020-06-04,0,0.0,
2020-06-05,0,0.0,
2020-06-06,1,1.0,
2020-06-07,0,0.0,
2020-06-08,0,0.0,
2020-06-09,0,0.0,
2020-06-10,0,0.0,
2020-06-11,0,0.0,
2020-06-12,0,0.0,
2020-06-13,0,0.0,
2020-06-14,0,0.0,
2020-06-15,0,0.0,
2020-06-16,0,0.0,
2020-06-17,0,0.0,
2020-06-18,0,0.0,
2020-06-19,0,0.0,
2020-06-20,0,0.0,
2020-06-21,0,0.0,
2020-06-22,0,0.0,
2020-06-23,0,0.0,
2020-06-24,0,0.0,
2020-06-25,0,0.0,
2020-06-26,0,0.0,
2020-06-27,0,0.0,
2020-06-28,0,0.0,
2020-06-29,0,0.0,
2020-06-30,0,0.0,
2020-07-01,0,0.0,
2020-07-02,0,0.0,
2020-07-03,0,0.0,
2020-07-04,0,0.0,
2020-07-05,0,0.0,
2020-07-06,0,0.0,
2020-07-07,0,0.0,
2020-07-08,2,0.0,
2020-07-09,0,0.0,
2020-07-10,0,0.0,
2020-07-11,0,0.0,
2020-07-12,0,0.0,
2020-07-13,0,0.0,
2020-07-14,0,0.0,
2020-07-15,0,0.0,
2020-07-16,0,0.0,
2020-07-17,0,0.0,
2020-07-18,0,0.0,
2020-07-19,0,0.0,
2020-07-20,0,0.0,
2020-07-21,0,0.0,
2020-07-22,0,0.0,
2020-07-23,0,0.0,
2020-07-24,0,0.0,
2020-07-25,0,0.0,
2020-07-26,0,0.0,
2020-07-27,0,0.0,
2020-07-28,0,0.0,
2020-07-29,0,0.0,
2020-07-30,0,0.0,
2020-07-31,0,0.0,
2020-08-01,0,0.0,
2020-08-02,0,0.0,
2020-08-03,0,0.0,
2020-08-04,0,0.0,
2020-08-05,0,0.0,
2020-08-06,0,0.0,
2020-08-07,0,0.0,
2020-08-08,0,0.0,
2020-08-09,0,0.0,
2020-08-10,0,0.0,
2020-08-11,0,0.0,
2020-08-12,0,0.0,
2020-08-13,0,0.0,
2020-08-14,0,0.0,
2020-08-15,0,0.0,
2020-08-16,0,0.0,
2020-08-17,0,0.0,
2020-08-18,0,0.0,
2020-08-19,0,0.0,
2020-08-20,0,0.0,
