data,≥80 anni,altri
2020-03-01,1.0,10
2020-03-02,1.0,9
2020-03-03,3.0,11
2020-03-04,8.0,32
2020-03-05,2.0,31
2020-03-06,9.0,29
2020-03-07,8.0,31
2020-03-08,4.0,47
2020-03-09,6.0,37
2020-03-10,7.0,34
2020-03-11,12.0,84
2020-03-12,12.0,75
2020-03-13,20.0,104
2020-03-14,16.0,91
2020-03-15,15.0,85
2020-03-16,23.0,119
2020-03-17,16.0,139
2020-03-18,22.0,184
2020-03-19,50.0,205
2020-03-20,27.0,186
2020-03-21,26.0,171
2020-03-22,22.0,149
2020-03-23,59.0,193
2020-03-24,27.0,192
2020-03-25,45.0,195
2020-03-26,79.0,195
2020-03-27,79.0,177
2020-03-28,39.0,163
2020-03-29,18.0,109
2020-03-30,33.0,214
2020-03-31,23.0,128
2020-04-01,35.0,143
2020-04-02,21.0,143
2020-04-03,20.0,122
2020-04-04,35.0,121
2020-04-05,14.0,55
2020-04-06,18.0,104
2020-04-07,14.0,120
2020-04-08,51.0,96
2020-04-09,72.0,106
2020-04-10,72.0,75
2020-04-11,42.0,87
2020-04-12,14.0,68
2020-04-13,63.0,87
2020-04-14,28.0,54
2020-04-15,13.0,71
2020-04-16,6.0,62
2020-04-17,22.0,124
2020-04-18,11.0,51
2020-04-19,7.0,42
2020-04-20,10.0,39
2020-04-21,8.0,49
2020-04-22,20.0,55
2020-04-23,16.0,45
2020-04-24,11.0,58
2020-04-25,6.0,56
2020-04-26,10.0,44
2020-04-27,7.0,52
2020-04-28,7.0,51
2020-04-29,3.0,59
2020-04-30,4.0,29
2020-05-01,14.0,31
2020-05-02,5.0,23
2020-05-03,4.0,18
2020-05-04,7.0,46
2020-05-05,12.0,39
2020-05-06,5.0,23
2020-05-07,5.0,24
2020-05-08,6.0,34
2020-05-09,4.0,22
2020-05-10,3.0,22
2020-05-11,1.0,12
2020-05-12,1.0,27
2020-05-13,5.0,16
2020-05-14,3.0,19
2020-05-15,4.0,28
2020-05-16,4.0,24
2020-05-17,7.0,26
2020-05-18,1.0,12
2020-05-19,2.0,19
2020-05-20,3.0,13
2020-05-21,2.0,18
2020-05-22,3.0,9
2020-05-23,5.0,17
2020-05-24,0.0,7
2020-05-25,2.0,13
2020-05-26,3.0,14
2020-05-27,1.0,7
2020-05-28,1.0,10
2020-05-29,0.0,7
2020-05-30,0.0,9
2020-05-31,1.0,2
2020-06-01,1.0,2
2020-06-02,0.0,7
2020-06-03,3.0,9
2020-06-04,2.0,15
2020-06-05,9.0,15
2020-06-06,2.0,13
2020-06-07,2.0,5
2020-06-08,2.0,20
2020-06-09,3.0,21
2020-06-10,4.0,25
2020-06-11,2.0,24
