data,tutti,maschi,femmine
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,0,0.0,0
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,0,0.0,0
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,0,0.0,0
33.0,0,0.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,1,1.0,0
37.0,0,0.0,0
38.0,0,0.0,0
39.0,0,0.0,0
40.0,1,1.0,0
41.0,0,0.0,0
42.0,0,0.0,0
43.0,1,1.0,0
44.0,2,1.0,1
45.0,0,0.0,0
46.0,1,0.0,1
47.0,1,1.0,0
48.0,1,1.0,0
49.0,0,0.0,0
50.0,2,2.0,0
51.0,4,3.0,1
52.0,1,0.0,1
53.0,3,0.0,3
54.0,1,1.0,0
55.0,4,3.0,1
56.0,10,8.0,2
57.0,9,6.0,3
58.0,10,7.0,3
59.0,12,8.0,4
60.0,10,8.0,2
61.0,8,6.0,2
62.0,14,8.0,6
63.0,10,6.0,4
64.0,15,10.0,5
65.0,20,11.0,9
66.0,15,11.0,4
67.0,21,18.0,3
68.0,25,23.0,2
69.0,23,17.0,6
70.0,16,14.0,2
71.0,25,18.0,7
72.0,41,27.0,14
73.0,39,30.0,9
74.0,45,34.0,11
75.0,36,26.0,10
76.0,29,19.0,10
77.0,42,29.0,13
78.0,37,26.0,11
79.0,45,28.0,17
80.0,54,27.0,27
81.0,62,36.0,26
82.0,60,32.0,28
83.0,72,42.0,30
84.0,57,26.0,31
85.0,46,27.0,19
86.0,53,26.0,27
87.0,71,38.0,33
88.0,54,34.0,20
89.0,70,25.0,45
90.0,57,30.0,27
91.0,50,26.0,24
92.0,34,12.0,22
93.0,41,19.0,22
94.0,40,14.0,26
95.0,25,8.0,17
96.0,16,7.0,9
97.0,8,2.0,6
98.0,9,3.0,6
99.0,4,1.0,3
100.0,5,2.0,3
101.0,4,1.0,3
102.0,1,1.0,0
103.0,2,,2
104.0,1,,1
