date,healthcare_workers,others
2020-02-22,1.0,15
2020-02-23,1.0,15
2020-02-24,1.0,9
2020-02-25,21.0,27
2020-02-26,17.0,24
2020-02-27,10.0,62
2020-02-28,8.0,31
2020-02-29,11.0,26
2020-03-01,7.0,15
2020-03-02,12.0,32
2020-03-03,12.0,36
2020-03-04,30.0,77
2020-03-05,23.0,66
2020-03-06,23.0,60
2020-03-07,26.0,89
2020-03-08,9.0,59
2020-03-09,50.0,130
2020-03-10,45.0,140
2020-03-11,46.0,188
2020-03-12,64.0,167
2020-03-13,62.0,305
2020-03-14,57.0,210
2020-03-15,48.0,195
2020-03-16,105.0,380
2020-03-17,108.0,491
2020-03-18,61.0,444
2020-03-19,92.0,465
2020-03-20,138.0,566
2020-03-21,60.0,348
2020-03-22,52.0,307
2020-03-23,108.0,517
2020-03-24,134.0,511
2020-03-25,76.0,454
2020-03-26,85.0,358
2020-03-27,87.0,321
2020-03-28,64.0,299
2020-03-29,29.0,233
2020-03-30,108.0,387
2020-03-31,86.0,517
2020-04-01,65.0,399
2020-04-02,84.0,303
2020-04-03,58.0,273
2020-04-04,53.0,221
2020-04-05,31.0,237
2020-04-06,64.0,361
2020-04-07,91.0,371
2020-04-08,92.0,525
2020-04-09,89.0,247
2020-04-10,43.0,233
2020-04-11,57.0,158
2020-04-12,5.0,84
2020-04-13,5.0,89
2020-04-14,53.0,250
2020-04-15,44.0,314
2020-04-16,69.0,352
2020-04-17,43.0,219
2020-04-18,45.0,212
2020-04-19,13.0,132
2020-04-20,39.0,171
2020-04-21,52.0,298
2020-04-22,37.0,164
2020-04-23,34.0,119
2020-04-24,27.0,135
2020-04-25,10.0,56
2020-04-26,12.0,59
2020-04-27,18.0,115
2020-04-28,27.0,120
2020-04-29,15.0,123
2020-04-30,23.0,114
2020-05-01,7.0,48
2020-05-02,23.0,44
2020-05-03,2.0,14
2020-05-04,19.0,86
2020-05-05,16.0,61
2020-05-06,7.0,63
2020-05-07,21.0,42
2020-05-08,9.0,49
2020-05-09,3.0,12
2020-05-10,2.0,6
2020-05-11,7.0,41
2020-05-12,3.0,34
2020-05-13,10.0,29
2020-05-14,3.0,26
2020-05-15,1.0,14
2020-05-16,7.0,38
2020-05-17,1.0,7
2020-05-18,4.0,14
2020-05-19,5.0,12
2020-05-20,6.0,10
2020-05-21,1.0,10
2020-05-22,3.0,12
2020-05-23,2.0,5
2020-05-24,0.0,3
2020-05-25,2.0,10
2020-05-26,3.0,12
2020-05-27,3.0,6
2020-05-28,0.0,3
2020-05-29,1.0,8
2020-05-30,1.0,3
2020-05-31,0.0,1
2020-06-01,1.0,5
2020-06-02,0.0,2
2020-06-03,1.0,7
2020-06-04,0.0,6
2020-06-05,1.0,5
2020-06-06,0.0,2
2020-06-07,0.0,1
2020-06-08,3.0,3
2020-06-09,1.0,7
2020-06-10,0.0,8
2020-06-11,2.0,16
2020-06-12,0.0,4
2020-06-13,0.0,5
2020-06-14,0.0,0
2020-06-15,1.0,4
2020-06-16,0.0,5
2020-06-17,0.0,2
2020-06-18,0.0,3
2020-06-19,1.0,8
2020-06-20,0.0,5
2020-06-21,0.0,1
2020-06-22,0.0,6
2020-06-23,0.0,7
2020-06-24,0.0,4
2020-06-25,0.0,6
2020-06-26,0.0,5
2020-06-27,0.0,4
2020-06-28,0.0,2
2020-06-29,0.0,12
2020-06-30,2.0,9
2020-07-01,0.0,5
2020-07-02,0.0,6
2020-07-03,0.0,5
2020-07-04,0.0,9
2020-07-05,1.0,4
2020-07-06,0.0,8
2020-07-07,1.0,15
2020-07-08,0.0,9
2020-07-09,1.0,16
2020-07-10,0.0,10
2020-07-11,2.0,12
2020-07-12,0.0,5
2020-07-13,0.0,21
2020-07-14,2.0,64
2020-07-15,0.0,25
2020-07-16,2.0,43
2020-07-17,2.0,49
2020-07-18,1.0,26
2020-07-19,0.0,33
2020-07-20,1.0,31
2020-07-21,3.0,21
2020-07-22,2.0,25
2020-07-23,4.0,29
2020-07-24,0.0,31
2020-07-25,0.0,18
2020-07-26,0.0,4
2020-07-27,3.0,47
2020-07-28,0.0,55
2020-07-29,3.0,171
2020-07-30,2.0,49
2020-07-31,3.0,54
2020-08-01,3.0,16
2020-08-02,1.0,8
2020-08-03,4.0,44
2020-08-04,1.0,54
2020-08-05,3.0,174
2020-08-06,4.0,64
2020-08-07,5.0,88
2020-08-08,0.0,39
2020-08-09,0.0,14
2020-08-10,1.0,67
2020-08-11,1.0,107
2020-08-12,2.0,102
2020-08-13,3.0,102
2020-08-14,3.0,101
2020-08-15,0.0,43
2020-08-16,0.0,44
2020-08-17,2.0,81
2020-08-18,1.0,166
2020-08-19,3.0,198
2020-08-20,7.0,152
2020-08-21,5.0,185
2020-08-22,2.0,107
2020-08-23,1.0,45
2020-08-24,2.0,147
2020-08-25,1.0,159
2020-08-26,3.0,148
2020-08-27,0.0,131
2020-08-28,2.0,186
2020-08-29,4.0,112
2020-08-30,3.0,46
2020-08-31,3.0,155
2020-09-01,6.0,164
2020-09-02,5.0,151
2020-09-03,4.0,154
2020-09-04,19.0,182
2020-09-05,3.0,119
2020-09-06,1.0,55
2020-09-07,3.0,121
2020-09-08,9.0,144
2020-09-09,3.0,176
2020-09-10,3.0,124
2020-09-11,3.0,149
2020-09-12,2.0,99
2020-09-13,2.0,43
2020-09-14,8.0,152
2020-09-15,10.0,159
2020-09-16,6.0,173
2020-09-17,7.0,166
2020-09-18,8.0,213
2020-09-19,5.0,109
2020-09-20,3.0,71
2020-09-21,6.0,158
2020-09-22,10.0,267
2020-09-23,12.0,203
2020-09-24,7.0,254
2020-09-25,7.0,254
2020-09-26,5.0,127
2020-09-27,4.0,93
2020-09-28,10.0,196
2020-09-29,12.0,366
2020-09-30,17.0,250
2020-10-01,13.0,283
2020-10-02,22.0,293
2020-10-03,4.0,235
2020-10-04,6.0,146
2020-10-05,23.0,358
2020-10-06,31.0,502
2020-10-07,23.0,508
2020-10-08,17.0,491
2020-10-09,14.0,539
2020-10-10,15.0,425
2020-10-11,12.0,196
2020-10-12,45.0,647
2020-10-13,37.0,670
2020-10-14,39.0,635
2020-10-15,51.0,762
2020-10-16,75.0,928
2020-10-17,26.0,676
2020-10-18,23.0,336
2020-10-19,82.0,1066
2020-10-20,79.0,1388
2020-10-21,77.0,1512
2020-10-22,117.0,1570
2020-10-23,71.0,1855
