date,healthcare_workers,others
2020-01-30,1,
2020-01-31,0,1.0
2020-02-01,1,1.0
2020-02-02,0,0.0
2020-02-03,0,1.0
2020-02-04,0,0.0
2020-02-05,0,1.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,1.0
2020-02-18,0,1.0
2020-02-19,0,0.0
2020-02-20,1,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,1.0
2020-02-25,0,2.0
2020-02-26,0,3.0
2020-02-27,0,3.0
2020-02-28,0,4.0
2020-02-29,1,2.0
2020-03-01,1,8.0
2020-03-02,2,11.0
2020-03-03,1,10.0
2020-03-04,4,13.0
2020-03-05,4,21.0
2020-03-06,4,16.0
2020-03-07,9,20.0
2020-03-08,8,36.0
2020-03-09,19,41.0
2020-03-10,20,61.0
2020-03-11,16,45.0
2020-03-12,28,55.0
2020-03-13,41,85.0
2020-03-14,27,81.0
2020-03-15,24,81.0
2020-03-16,31,63.0
2020-03-17,22,69.0
2020-03-18,27,62.0
2020-03-19,27,48.0
2020-03-20,26,76.0
2020-03-21,18,58.0
2020-03-22,24,53.0
2020-03-23,24,61.0
2020-03-24,30,81.0
2020-03-25,24,48.0
2020-03-26,29,75.0
2020-03-27,16,59.0
2020-03-28,19,52.0
2020-03-29,36,65.0
2020-03-30,27,57.0
2020-03-31,28,69.0
2020-04-01,25,53.0
2020-04-02,21,49.0
2020-04-03,31,47.0
2020-04-04,21,48.0
2020-04-05,21,39.0
2020-04-06,14,50.0
2020-04-07,18,35.0
2020-04-08,10,35.0
2020-04-09,10,43.0
2020-04-10,13,35.0
2020-04-11,5,21.0
2020-04-12,8,19.0
2020-04-13,7,20.0
2020-04-14,5,15.0
2020-04-15,4,15.0
2020-04-16,2,15.0
2020-04-17,5,18.0
2020-04-18,3,15.0
2020-04-19,2,23.0
2020-04-20,5,17.0
2020-04-21,2,15.0
2020-04-22,3,28.0
2020-04-23,5,13.0
2020-04-24,8,11.0
2020-04-25,6,16.0
2020-04-26,3,13.0
2020-04-27,3,15.0
2020-04-28,4,14.0
2020-04-29,7,22.0
2020-04-30,1,13.0
2020-05-01,1,3.0
2020-05-02,2,11.0
2020-05-03,1,4.0
2020-05-04,0,6.0
2020-05-05,1,12.0
2020-05-06,1,8.0
2020-05-07,1,10.0
2020-05-08,0,11.0
2020-05-09,0,5.0
2020-05-10,0,9.0
2020-05-11,0,3.0
2020-05-12,4,4.0
2020-05-13,4,4.0
2020-05-14,1,5.0
2020-05-15,1,3.0
2020-05-16,0,3.0
2020-05-17,2,7.0
2020-05-18,0,6.0
2020-05-19,1,4.0
2020-05-20,2,5.0
2020-05-21,0,2.0
2020-05-22,0,2.0
2020-05-23,2,1.0
2020-05-24,0,1.0
2020-05-25,0,0.0
2020-05-26,0,0.0
2020-05-27,0,0.0
2020-05-28,0,3.0
2020-05-29,0,2.0
2020-05-30,0,1.0
2020-05-31,0,2.0
2020-06-01,0,0.0
2020-06-02,0,0.0
2020-06-03,0,0.0
2020-06-04,0,0.0
2020-06-05,0,1.0
2020-06-06,0,0.0
2020-06-07,1,0.0
2020-06-08,0,1.0
2020-06-09,0,1.0
2020-06-10,0,0.0
2020-06-11,0,1.0
2020-06-12,0,0.0
2020-06-13,0,0.0
2020-06-14,0,0.0
2020-06-15,0,0.0
2020-06-16,0,0.0
2020-06-17,0,2.0
2020-06-18,1,1.0
2020-06-19,0,2.0
2020-06-20,0,0.0
2020-06-21,0,1.0
2020-06-22,0,0.0
2020-06-23,0,0.0
2020-06-24,0,0.0
2020-06-25,0,0.0
2020-06-26,0,0.0
2020-06-27,0,1.0
2020-06-28,0,0.0
2020-06-29,0,2.0
2020-06-30,0,1.0
2020-07-01,0,0.0
2020-07-02,0,0.0
2020-07-03,0,0.0
2020-07-04,0,1.0
2020-07-05,0,2.0
2020-07-06,0,2.0
2020-07-07,0,1.0
